,text,Onlynouns,selectednouns
3875,は学年会計の年度の処理などの事務作業お伺いし本年度から市内中学校全校ずつのスクールサポートスタッフが配置された都事務職員のや市事務職員のなども活躍され教員の事務作業は軽減されていくと考えておりでも小規模など教職員が少ないからの教員かかる事務作業の割合がどうしても大きくなり中学の先生とお話ししていると年度保護から参加徴収だ子どもが参加しなかったな活動でとか購入のなかったな活動で徴収費用最後お返しどうしてもこれは端数が出たりだ非常計算手間がかかるなお話し学校現場は非常多くの作業とか事務が中で仕分けしていくはなかなか難しいだと思うんねどうしても日常の業務ので作業は教師がやる作業は事務がやる仕分けは非常困難でと思っていただでも教員が本来業務で授業や生徒指導集中できる日々の事務作業の仕分けなど行ってスクールサポートスタッフ事務職員などとの仕事の分担明確していくは大事なだろうと教育委員おいては仕事の効率の面おいてもぜひ学校現場支援していただければ考えており,"['学年会計', '年度', '処理', '事務作業', '本年度', '市内中学校全校', 'スクールサポートスタッフ', '配置', '都事務職員', '市事務職員', '活躍', '教員', '事務作業', '軽減', '小規模', '教職員', '教員', '事務作業', '割合', '中学', '先生', 'お話し', '年度保護', '参加徴収', '子ども', '参加', '活動', '購入', '活動', '徴収費用最後お返し', '端数', '非常計算手間', '学校現場', '非常多く', '作業', '事務', '中', '仕分け', '日常', '業務', '作業', '教師', '作業', '事務', '仕分け', '非常困難', '教員', '本来業務', '授業', '生徒指導集中', '日々', '事務作業', '仕分け', 'スクールサポートスタッフ事務職員', '仕事', '分担明確', '大事', '教育委員', '仕事', '効率', '面', '学校現場支援']",
3876,が生徒の教育環境改善も前述し学校おける働き改革推進プランで指摘される.が過労ラインで月超える作業行っている残業行っている教員の働き改革進めるも重要でと考えており教育のもお話いただいておりが詳細願えればと思っており,"['生徒', '教育環境改善', '前述', '学校', '働き改革推進プラン', '指摘', '過労ライン', '月', '作業', '残業', '教員', '働き改革', '重要', '教育の', 'お話', '詳細']",
3877,次小学校教育お伺いいたし,['小学校教育'],
3878,３月議会でもさせていただきし先輩の諸氏も繰り返し聞いていただいており我が党のも繰り返しいただいているございが私も獣医師深く関与させていただいている学校飼育動物活動改めてお伺いいがござい小学校で子どもや教員が丁寧飼育し愛着持った動物が亡くなったは命の実感与えるすばらしい機会だと獣医師からいう言い方が死は非常すばらしい機会だ考えてい平成東京教育委員と東京医師で共催学校動物飼育作文コンクールで表彰された作文１つ読ませていただきたいとモルモット飼育していた都内の小学の女の子の作文,"['3月議会', '先輩', '諸氏', '党の', '獣医師', '関与', '学校飼育動物活動', '小学校', '子ども', '教員', '丁寧飼育', '愛着', '動物', '命', '実感', '機会', '獣医師', '言い方', '死', '非常', '機会', '平成東京教育委員', '東京医師', '共催学校動物飼育作文コンクール', '表彰', '作文1', 'モルモット飼育', '都内', '小学', '女の子', '作文']",
3879,私はのずっとモックの世話していモックはニンジンが好きでとってもかわいいわたしがだっことキューキューと鳴きモックの大嫌いなはぬれる風の強いや寒いはかごのテントつけてあげモックの色は白と黒と茶色もうおじいちゃんだから優しく遊んであげモックのお気はジャングルジムジャングルジムの登れないけど迷路が好きモックは足が遅いちょっとだけ太っていだけど運動は得意逆立ちとぶら下がるが得意嫌がっている様子はません,"['モック', '世話', 'モック', 'ニンジン', '好き', 'だっこ', 'キューキュー', '鳴きモック', '大嫌い', '風', 'かご', 'テント', 'モック', '色', '白', '黒', '茶色', 'おじいちゃん', 'モック', 'お気', 'ジャングルジムジャングルジム', '迷路', '好きモック', '足', '運動', '得意逆立ち', '得意', '様子']",
3880,逆立ちは本来モルモットはしないので多分膝の乗せたかなんかしてひっくり返しているだと思うが嫌がっていないと彼女は言っており,"['逆立ち', '本来モルモット', '膝']",
3881,だっこと気持ちよ寝っころがり首でさわると笑っているし鳴き声はキューとミーとキーと鳴き鳴き声はとってもかわいいでももうモックはいません学期死んでしまいそれ聞いたら胸がキューとし天国で元気でいてくれたらいいなとずっとモックは忘れません,"['だっこ', '気持ち', '首', '鳴き声', 'キュー', 'ミー', 'キー', '鳴き鳴き声', 'モック', '学期', '胸', 'キュー', '天国', '元気', 'モック']",
3882,の女の子の作文観察様子でとか自分の気持ちでとかすごくよく表現されているのないかと子はきっと今ぐらいよね成長しても何かのモックのふと出すじゃないかなと,"['女の子', '作文観察様子', '自分', '気持ち', '表現', '子', '今', '成長', 'モック']",
3883,現在西東京でも残念ながら学校教育な配慮で動物の死子どもから隠すがんね日常経験のできない死別悲しみ失う悲しみよねぜひ命が失われていくつら感じるができる機会多くの子ども与えていただきたい考えており,"['現在西東京', '残念', '学校教育', '配慮', '動物', '死子ども', 'がん', '日常経験', '死別悲しみ', '悲しみ', '命', 'いくつら', '機会多く', '子ども']",['がん']
3884,次体育館の冷房お伺いし同僚からあったが今世紀入ってから夏季の最高気温の推移は命の危険感じるほどで気象庁練馬測候所のホームページ過去の気温などの推移が公表されてい数字拾ってみまして７月の真夏と猛暑の日数平均してみ前からの真夏が.猛暑が.のまでなり真夏が.猛暑が.去年までの真夏が.猛暑が.と確実増加しており同様７月の最高気温の平均平均して見てみとからまでのは.のま.去年までのは.ずつ着実上昇しており過去の気温の推移見るとてもゆゆしき問題が今後も気温の上昇が続くと予測せざる得ませんが一生懸命温暖対してされていたがそれは非常大事だと僕もただ恐らくちょっとずつ上がっていくはやはり予測してしまいね現在中学校優先し体育館へのエアコンの設置検討しているは承知しておりただな気温の推移鑑みれば夏季の対策怠るは致死な結果招く可能がし小学校の体育館おいても緊急避難でも構いませんので一般スポットクーラーと呼ばれるな冷風がねこれは費用もかかりませんのでぜひいった導入もあわせて検討していただければ助かるな思っており教育の見解お伺いいと思っており,"['体育館', '冷房', '同僚', '今世紀', '夏季', '最高気温', '推移', '命', '危険', '気象庁練馬測候所', 'ホームページ過去', '気温', '推移', '公表', '数字', '7月', '真夏', '猛暑', '日数平均', '前', '真夏', '猛暑', '真夏', '猛暑', '去年', '真夏', '猛暑', '確実増加', '同様7月', '最高気温', '平均平均', 'みと', '去年', '着実上昇', '過去', '気温', '推移', '問題', '今後', '気温', '上昇', '予測', '得', '一生懸命温暖', '非常大事', '予測', '現在中学校優先', '体育館', 'エアコン', '設置検討', '承知', 'ただ', '気温', '推移', '夏季', '対策', '致死', '結果', '可能', '小学校', '体育館', '緊急避難', '一般スポットクーラー', '冷風', '費用', '導入', '検討', '教育', '見解']","['体育館', '体育館', '体育館']"
